customerID,gender,SeniorCitizen,Partner,Dependents,tenure,tenure_group,Contract,PaymentMethod,InternetService,MonthlyCharges,TotalCharges,Churn,Probabilidad_Churn,Segmento_Riesgo,Ingreso_Mensual_En_Riesgo
1525-LNLOJ,1,0,1,1,66,49-72 meses,Two year,Bank transfer (automatic),DSL,63.3,4189.7,No,0.129,Bajo,0.0
9450-TRJUU,1,0,0,0,35,25-48 meses,Month-to-month,Electronic check,Fiber optic,83.15,2848.45,No,0.648,Alto,83.15
1766-GKNMI,1,0,0,0,29,25-48 meses,Month-to-month,Electronic check,Fiber optic,84.9,2516.2,No,0.7288,Alto,84.9
6942-LBFDP,0,0,0,0,2,0-12 meses,Month-to-month,Mailed check,No,20.55,33.6,No,0.264,Bajo,0.0
1456-TWCGB,1,0,0,0,4,0-12 meses,Month-to-month,Mailed check,DSL,49.25,208.45,No,0.5963,Medio,0.0
7133-VBDCG,0,0,0,0,25,25-48 meses,Month-to-month,Bank transfer (automatic),Fiber optic,79.85,2015.35,Yes,0.5267,Medio,0.0
7596-ZYWBB,0,0,0,0,65,49-72 meses,Two year,Mailed check,DSL,59.6,3739.8,No,0.047,Bajo,0.0
8329-UTMVM,1,1,0,0,27,25-48 meses,One year,Bank transfer (automatic),Fiber optic,104.65,2964.0,No,0.5018,Medio,0.0
3014-WJKSM,1,0,1,0,29,25-48 meses,Month-to-month,Credit card (automatic),Fiber optic,75.3,2263.4,No,0.523,Medio,0.0
3347-YJZZE,1,0,1,1,29,25-48 meses,Month-to-month,Credit card (automatic),DSL,80.1,2211.8,No,0.3244,Medio,0.0
1029-QFBEN,1,0,0,0,1,0-12 meses,Month-to-month,Mailed check,No,19.55,19.55,Yes,0.5169,Medio,0.0
7929-DMBCV,0,0,1,0,20,13-24 meses,Month-to-month,Mailed check,Fiber optic,81.0,1683.7,No,0.5197,Medio,0.0
9661-JALZV,0,0,0,0,58,49-72 meses,Two year,Credit card (automatic),No,24.7,1519.0,No,0.06,Bajo,0.0
5433-KYGHE,0,0,0,1,14,13-24 meses,Month-to-month,Mailed check,Fiber optic,86.0,1164.05,No,0.6156,Alto,86.0
4312-KFRXN,1,0,1,0,72,49-72 meses,Two year,Mailed check,No,25.4,1710.9,No,0.0311,Bajo,0.0
5575-TPIZQ,1,0,0,0,46,25-48 meses,Month-to-month,Credit card (automatic),Fiber optic,89.15,4245.55,No,0.4714,Medio,0.0
0114-IGABW,0,0,1,0,71,49-72 meses,Two year,Bank transfer (automatic),DSL,58.25,4145.9,No,0.0556,Bajo,0.0
9944-AEXBM,1,0,0,0,32,25-48 meses,Month-to-month,Bank transfer (automatic),Fiber optic,85.65,2664.3,No,0.6192,Alto,85.65
1853-ARAAQ,0,0,0,0,26,25-48 meses,Month-to-month,Credit card (automatic),DSL,50.35,1277.5,No,0.4113,Medio,0.0
6952-OMNWB,1,1,1,0,68,49-72 meses,Month-to-month,Credit card (automatic),Fiber optic,80.35,5589.3,No,0.4214,Medio,0.0
4697-LUPSU,1,0,1,1,2,0-12 meses,One year,Mailed check,No,20.2,34.75,No,0.1715,Bajo,0.0
8434-VGEQQ,1,0,1,1,61,49-72 meses,Two year,Credit card (automatic),No,20.55,1305.95,No,0.0178,Bajo,0.0
4952-YSOGZ,0,0,1,1,4,0-12 meses,Month-to-month,Electronic check,Fiber optic,85.95,381.3,Yes,0.8818,Alto,85.95
1589-AGTLK,1,0,0,0,3,0-12 meses,Month-to-month,Electronic check,DSL,45.35,141.5,Yes,0.7608,Alto,45.35
5244-IRFIH,1,1,1,0,33,25-48 meses,Month-to-month,Electronic check,Fiber optic,94.5,3105.55,Yes,0.754,Alto,94.5
6549-YMFAW,1,1,1,0,9,0-12 meses,Month-to-month,Mailed check,No,21.25,204.55,No,0.2122,Bajo,0.0
4950-HKQTE,0,0,0,0,22,13-24 meses,Two year,Mailed check,No,26.25,605.9,No,0.0897,Bajo,0.0
6786-OBWQR,0,0,1,1,5,0-12 meses,Month-to-month,Electronic check,Fiber optic,80.85,356.1,No,0.8375,Alto,80.85
2684-EIWEO,0,1,0,0,30,25-48 meses,Month-to-month,Credit card (automatic),Fiber optic,91.7,2758.15,Yes,0.4633,Medio,0.0
2753-JMMCV,1,0,0,0,65,49-72 meses,Two year,Credit card (automatic),DSL,74.2,4805.65,No,0.1128,Bajo,0.0
6439-GTPCA,0,0,0,0,45,25-48 meses,Month-to-month,Electronic check,Fiber optic,87.25,3941.7,Yes,0.6039,Alto,87.25
6621-YOBKI,1,0,0,0,5,0-12 meses,Month-to-month,Mailed check,No,20.35,92.75,No,0.2411,Bajo,0.0
1216-JWVUX,1,0,1,1,25,25-48 meses,Month-to-month,Electronic check,Fiber optic,75.5,1901.05,No,0.6486,Alto,75.5
7564-GHCVB,0,0,1,1,72,49-72 meses,Two year,Bank transfer (automatic),Fiber optic,79.05,5730.7,No,0.1503,Bajo,0.0
1173-NOEYG,0,0,1,0,27,25-48 meses,Month-to-month,Bank transfer (automatic),Fiber optic,90.15,2423.4,No,0.5576,Medio,0.0
7595-EHCDL,1,0,1,1,32,25-48 meses,Month-to-month,Credit card (automatic),DSL,50.6,1653.45,No,0.3326,Medio,0.0
6647-ZEDXT,0,0,0,0,30,25-48 meses,One year,Credit card (automatic),Fiber optic,110.45,3327.05,No,0.3935,Medio,0.0
2521-NPUZR,1,0,1,0,70,49-72 meses,Two year,Credit card (automatic),Fiber optic,101.0,7085.5,No,0.1474,Bajo,0.0
1307-TVUFB,1,1,0,0,42,25-48 meses,Month-to-month,Bank transfer (automatic),Fiber optic,79.35,3344.1,No,0.5543,Medio,0.0
7503-MIOGA,0,1,1,0,72,49-72 meses,Two year,Bank transfer (automatic),DSL,89.85,6697.35,No,0.0571,Bajo,0.0
4381-MHQDC,0,0,0,0,47,25-48 meses,Two year,Mailed check,DSL,65.0,2879.9,No,0.0674,Bajo,0.0
6923-JHPMP,0,0,0,0,2,0-12 meses,Month-to-month,Electronic check,Fiber optic,80.45,137.1,No,0.7633,Alto,80.45
5138-WVKYJ,1,0,0,0,10,0-12 meses,Month-to-month,Electronic check,Fiber optic,98.55,1008.55,Yes,0.7773,Alto,98.55
4018-PPNDW,0,0,1,1,61,49-72 meses,Two year,Mailed check,No,24.1,1551.6,No,0.044,Bajo,0.0
1635-FJFCC,0,0,0,0,5,0-12 meses,Month-to-month,Credit card (automatic),DSL,44.05,202.15,No,0.6302,Alto,44.05
2499-AJYUA,0,1,1,0,72,49-72 meses,Two year,Credit card (automatic),Fiber optic,110.8,7882.25,No,0.1399,Bajo,0.0
6919-ELBGL,1,1,1,1,72,49-72 meses,Two year,Bank transfer (automatic),Fiber optic,114.95,8196.4,No,0.0962,Bajo,0.0
3966-HRMZA,0,1,0,0,3,0-12 meses,Month-to-month,Mailed check,Fiber optic,75.05,202.9,No,0.783,Alto,75.05
6425-JWTDV,1,0,1,0,48,25-48 meses,Two year,Mailed check,No,19.25,855.1,No,0.0398,Bajo,0.0
8405-IGQFX,0,0,0,0,63,49-72 meses,One year,Credit card (automatic),Fiber optic,90.05,5817.0,No,0.2977,Bajo,0.0
8224-IVVPA,0,0,0,0,27,25-48 meses,Month-to-month,Mailed check,DSL,56.7,1652.95,No,0.2656,Bajo,0.0
9477-LGWQI,1,0,1,1,70,49-72 meses,Two year,Credit card (automatic),DSL,80.15,5600.15,No,0.0793,Bajo,0.0
1410-RSCMR,1,0,1,1,7,0-12 meses,Month-to-month,Credit card (automatic),DSL,71.35,515.75,No,0.4277,Medio,0.0
3115-CZMZD,1,0,0,1,0,,Two year,Mailed check,No,20.25,20.25,No,0.3346,Medio,0.0
0139-IVFJG,0,0,1,0,2,0-12 meses,Month-to-month,Electronic check,Fiber optic,90.35,190.5,No,0.7079,Alto,90.35
6683-VLCTZ,1,1,0,0,20,13-24 meses,Month-to-month,Electronic check,Fiber optic,98.55,1842.8,Yes,0.8101,Alto,98.55
5730-DBDSI,1,0,0,0,66,49-72 meses,Two year,Bank transfer (automatic),No,19.7,1253.8,No,0.0601,Bajo,0.0
0030-FNXPP,0,0,0,0,3,0-12 meses,Month-to-month,Mailed check,No,19.85,57.2,No,0.2845,Bajo,0.0
2189-WWOEW,0,0,0,1,15,13-24 meses,Month-to-month,Bank transfer (automatic),Fiber optic,85.9,1269.55,Yes,0.6892,Alto,85.9
5684-FJVYR,0,0,1,1,72,49-72 meses,Two year,Bank transfer (automatic),Fiber optic,90.35,6563.4,No,0.101,Bajo,0.0
4013-GUXND,1,0,0,0,1,0-12 meses,Month-to-month,Mailed check,No,20.8,20.8,No,0.5219,Medio,0.0
1894-IGFSG,0,0,0,0,22,13-24 meses,Month-to-month,Electronic check,Fiber optic,89.25,1907.85,Yes,0.6818,Alto,89.25
7379-POKDZ,1,0,1,0,3,0-12 meses,Month-to-month,Electronic check,Fiber optic,70.3,208.85,Yes,0.8234,Alto,70.3
1266-NZYUI,0,0,1,1,72,49-72 meses,Two year,Bank transfer (automatic),DSL,66.85,4758.8,No,0.066,Bajo,0.0
7969-FFOWG,1,0,1,1,65,49-72 meses,Two year,Mailed check,No,19.9,1292.6,No,0.0229,Bajo,0.0
4718-DHSMV,0,0,0,0,11,0-12 meses,Month-to-month,Mailed check,DSL,35.8,363.15,No,0.4976,Medio,0.0
5175-WLYXL,1,0,0,0,22,13-24 meses,Month-to-month,Mailed check,Fiber optic,78.85,1600.25,No,0.597,Medio,0.0
7817-OMJNA,1,0,0,0,14,13-24 meses,One year,Bank transfer (automatic),No,20.4,275.7,No,0.1258,Bajo,0.0
8728-SKJLR,1,0,0,0,41,25-48 meses,Month-to-month,Electronic check,Fiber optic,74.25,3089.1,No,0.5489,Medio,0.0
3137-NYQQI,1,0,1,0,17,13-24 meses,One year,Mailed check,DSL,64.8,1175.6,No,0.2802,Bajo,0.0
7706-DZNKK,1,0,0,0,11,0-12 meses,Month-to-month,Credit card (automatic),No,20.45,237.3,No,0.19,Bajo,0.0
0236-HFWSV,1,0,0,0,15,13-24 meses,Month-to-month,Electronic check,Fiber optic,93.35,1444.65,Yes,0.8187,Alto,93.35
3900-AQPHZ,0,0,0,0,1,0-12 meses,Month-to-month,Mailed check,No,19.9,19.9,Yes,0.571,Medio,0.0
5842-POCOP,0,0,1,0,5,0-12 meses,Month-to-month,Mailed check,Fiber optic,88.9,454.15,Yes,0.7626,Alto,88.9
2037-XJFUP,1,0,1,0,33,25-48 meses,One year,Electronic check,Fiber optic,95.8,3036.75,Yes,0.5828,Medio,0.0
8823-RLPWL,0,0,1,0,72,49-72 meses,Two year,Credit card (automatic),Fiber optic,110.65,8065.65,No,0.1144,Bajo,0.0
9505-SQFSW,0,0,1,1,3,0-12 meses,Month-to-month,Mailed check,DSL,40.3,92.5,No,0.6246,Alto,40.3
7314-OXENN,1,0,0,0,2,0-12 meses,Month-to-month,Electronic check,Fiber optic,82.0,184.65,Yes,0.8696,Alto,82.0
3758-CKOQL,0,0,1,0,59,49-72 meses,One year,Credit card (automatic),Fiber optic,107.0,6152.3,No,0.3417,Medio,0.0
0322-CHQRU,1,0,0,0,2,0-12 meses,Month-to-month,Electronic check,DSL,45.35,89.5,Yes,0.7549,Alto,45.35
5676-CFLYY,1,0,1,1,71,49-72 meses,Two year,Credit card (automatic),DSL,73.35,5154.5,No,0.0845,Bajo,0.0
7521-AFHAB,0,0,1,1,5,0-12 meses,Month-to-month,Mailed check,DSL,44.8,220.45,No,0.5762,Medio,0.0
0285-INHLN,1,0,1,1,27,25-48 meses,Month-to-month,Credit card (automatic),DSL,54.75,1510.3,No,0.2821,Bajo,0.0
4678-DVQEO,0,0,0,0,1,0-12 meses,Month-to-month,Electronic check,DSL,52.2,52.2,Yes,0.7176,Alto,52.2
5125-CNDSP,1,0,0,1,63,49-72 meses,One year,Bank transfer (automatic),DSL,40.6,2588.95,No,0.137,Bajo,0.0
0691-IFBQW,0,1,0,0,46,25-48 meses,One year,Electronic check,Fiber optic,110.0,4874.8,Yes,0.5064,Medio,0.0
4992-LTJNE,1,0,1,1,72,49-72 meses,Two year,Bank transfer (automatic),DSL,55.3,3983.6,No,0.0681,Bajo,0.0
2202-OUTMO,0,0,1,0,34,25-48 meses,Month-to-month,Bank transfer (automatic),DSL,60.85,2003.6,No,0.2034,Bajo,0.0
0810-BDHAW,0,0,1,1,24,13-24 meses,One year,Electronic check,DSL,78.4,1832.4,No,0.2712,Bajo,0.0
0229-LFJAF,1,0,0,0,72,49-72 meses,Two year,Bank transfer (automatic),DSL,69.65,4908.25,No,0.0538,Bajo,0.0
7131-ZQZNK,0,0,1,1,60,49-72 meses,Two year,Credit card (automatic),DSL,59.85,3590.2,No,0.0363,Bajo,0.0
3442-ZHHCC,1,0,0,0,68,49-72 meses,One year,Credit card (automatic),DSL,76.9,5023.0,No,0.2385,Bajo,0.0
5726-CVNYA,0,0,1,1,8,0-12 meses,Two year,Mailed check,No,19.85,146.6,No,0.1204,Bajo,0.0
9871-ELEYA,0,0,0,1,34,25-48 meses,Two year,Credit card (automatic),DSL,67.65,2339.3,No,0.0992,Bajo,0.0
4257-GAESD,0,0,0,0,6,0-12 meses,Month-to-month,Credit card (automatic),DSL,45.0,298.7,No,0.5627,Medio,0.0
5173-WXOQV,1,0,1,0,2,0-12 meses,Month-to-month,Mailed check,DSL,64.2,143.65,No,0.5691,Medio,0.0
2040-OBMLJ,1,0,0,0,31,25-48 meses,One year,Credit card (automatic),Fiber optic,81.7,2548.65,No,0.3486,Medio,0.0
6286-ZHAOK,0,0,1,1,20,13-24 meses,Month-to-month,Bank transfer (automatic),No,25.55,507.4,No,0.1434,Bajo,0.0
3807-XHCJH,0,0,1,1,1,0-12 meses,Month-to-month,Electronic check,No,20.0,20.0,No,0.4663,Medio,0.0
3009-JWMPU,1,0,0,0,62,49-72 meses,One year,Electronic check,Fiber optic,96.75,6125.4,Yes,0.5455,Medio,0.0
5671-RQRLP,0,1,1,0,70,49-72 meses,Two year,Credit card (automatic),Fiber optic,75.65,5411.4,No,0.2528,Bajo,0.0
1450-GALXR,0,0,0,0,10,0-12 meses,Month-to-month,Electronic check,Fiber optic,98.5,1058.25,Yes,0.8518,Alto,98.5
8859-AXJZP,1,0,1,1,39,25-48 meses,Two year,Mailed check,No,23.8,903.8,No,0.0452,Bajo,0.0
3174-AKMAS,0,0,1,0,46,25-48 meses,Two year,Credit card (automatic),DSL,64.2,3009.5,No,0.1193,Bajo,0.0
3138-BKYAV,1,0,0,0,6,0-12 meses,Month-to-month,Electronic check,Fiber optic,85.35,489.45,Yes,0.858,Alto,85.35
9926-PJHDQ,0,0,1,1,72,49-72 meses,Two year,Bank transfer (automatic),DSL,76.8,5468.45,No,0.1283,Bajo,0.0
7382-DFJTU,1,0,0,0,18,13-24 meses,Month-to-month,Credit card (automatic),DSL,55.2,1058.1,No,0.3904,Medio,0.0
2798-NYLMZ,1,0,1,0,71,49-72 meses,Two year,Credit card (automatic),Fiber optic,108.55,7616.0,No,0.2731,Bajo,0.0
4289-DTDKW,1,0,1,0,40,25-48 meses,Month-to-month,Electronic check,Fiber optic,101.3,4113.1,Yes,0.7195,Alto,101.3
1820-TQVEV,1,0,0,0,1,0-12 meses,Month-to-month,Electronic check,Fiber optic,69.55,69.55,Yes,0.8878,Alto,69.55
2239-JALAW,1,0,0,0,58,49-72 meses,One year,Bank transfer (automatic),Fiber optic,103.25,6017.65,Yes,0.5034,Medio,0.0
4853-RULSV,1,0,0,0,70,49-72 meses,Two year,Credit card (automatic),Fiber optic,104.0,7250.15,Yes,0.2898,Bajo,0.0
8098-TDCBU,0,0,1,0,42,25-48 meses,Two year,Electronic check,No,25.25,1108.2,No,0.0906,Bajo,0.0
3551-GAEGL,1,0,1,1,34,25-48 meses,One year,Bank transfer (automatic),DSL,30.4,938.65,No,0.2455,Bajo,0.0
4785-NKHCX,1,1,0,0,5,0-12 meses,Month-to-month,Bank transfer (automatic),No,20.05,94.15,No,0.2723,Bajo,0.0
3196-NVXLZ,0,0,0,0,25,25-48 meses,Month-to-month,Mailed check,Fiber optic,84.6,2088.05,No,0.6214,Alto,84.6
6275-YDUVO,0,0,0,0,2,0-12 meses,Month-to-month,Mailed check,Fiber optic,86.2,178.7,Yes,0.8568,Alto,86.2
0036-IHMOT,0,0,1,1,55,49-72 meses,One year,Bank transfer (automatic),Fiber optic,103.7,5656.75,No,0.353,Medio,0.0
0115-TFERT,1,0,1,0,21,13-24 meses,Month-to-month,Electronic check,Fiber optic,111.2,2317.1,Yes,0.7088,Alto,111.2
4178-EGMON,1,0,1,0,70,49-72 meses,Two year,Credit card (automatic),Fiber optic,88.0,5986.45,No,0.1334,Bajo,0.0
4220-TINQT,0,0,1,0,61,49-72 meses,Month-to-month,Electronic check,Fiber optic,106.35,6751.35,No,0.5465,Medio,0.0
5318-YKDPV,1,0,1,1,43,25-48 meses,Two year,Credit card (automatic),DSL,79.15,3566.6,No,0.0894,Bajo,0.0
7975-TZMLR,1,0,0,0,47,25-48 meses,One year,Electronic check,Fiber optic,103.1,4889.3,No,0.5626,Medio,0.0
0295-QVKPB,1,0,0,0,5,0-12 meses,Month-to-month,Credit card (automatic),DSL,63.95,318.1,No,0.4902,Medio,0.0
4335-BSMJS,0,0,0,0,62,49-72 meses,Two year,Credit card (automatic),No,25.8,1563.95,No,0.0533,Bajo,0.0
2311-QYMUQ,0,0,1,1,16,13-24 meses,Month-to-month,Credit card (automatic),Fiber optic,89.45,1430.25,Yes,0.6564,Alto,89.45
3643-AHCFP,1,1,1,0,7,0-12 meses,Month-to-month,Bank transfer (automatic),Fiber optic,95.6,644.35,Yes,0.8788,Alto,95.6
9146-JRIOX,0,0,1,1,14,13-24 meses,Month-to-month,Mailed check,No,25.55,372.45,No,0.1618,Bajo,0.0
3104-OWCGK,1,0,1,1,60,49-72 meses,One year,Electronic check,Fiber optic,90.95,5453.4,Yes,0.4055,Medio,0.0
5337-IIWKZ,1,0,1,1,34,25-48 meses,Month-to-month,Electronic check,DSL,44.85,1442.6,No,0.3187,Medio,0.0
9101-BWFSS,0,0,1,0,50,49-72 meses,One year,Electronic check,Fiber optic,108.55,5610.7,Yes,0.4193,Medio,0.0
9650-VBUOG,1,0,1,1,38,25-48 meses,Two year,Credit card (automatic),No,25.05,963.95,No,0.043,Bajo,0.0
3487-EARAT,0,0,1,1,70,49-72 meses,One year,Credit card (automatic),DSL,74.1,5222.3,No,0.1813,Bajo,0.0
2672-TGEFF,0,0,1,1,37,25-48 meses,Month-to-month,Electronic check,Fiber optic,88.8,3340.55,No,0.6262,Alto,88.8
9231-ZJYAM,0,1,0,0,4,0-12 meses,Month-to-month,Electronic check,Fiber optic,78.85,292.8,Yes,0.8537,Alto,78.85
4250-WAROZ,1,1,1,1,60,49-72 meses,Month-to-month,Electronic check,Fiber optic,93.25,5774.55,No,0.4097,Medio,0.0
8184-WMOFI,1,0,1,1,62,49-72 meses,One year,Credit card (automatic),DSL,71.4,4487.3,No,0.1646,Bajo,0.0
6982-SSHFK,1,0,0,0,1,0-12 meses,Month-to-month,Mailed check,DSL,44.4,44.4,Yes,0.7175,Alto,44.4
6092-QZVPP,1,0,0,0,36,25-48 meses,Month-to-month,Credit card (automatic),DSL,79.2,2854.95,No,0.2652,Bajo,0.0
4625-LAMOB,1,0,0,0,44,25-48 meses,Two year,Credit card (automatic),No,20.4,905.55,No,0.0295,Bajo,0.0
0727-BMPLR,0,1,0,0,55,49-72 meses,One year,Electronic check,Fiber optic,100.0,5509.3,Yes,0.5614,Medio,0.0
0392-BZIUW,0,0,1,0,72,49-72 meses,Two year,Credit card (automatic),Fiber optic,105.0,7589.8,No,0.2227,Bajo,0.0
1038-ZAGBI,0,0,1,1,12,0-12 meses,One year,Bank transfer (automatic),No,19.8,229.6,Yes,0.2064,Bajo,0.0
6549-NNDYT,0,0,0,0,13,13-24 meses,Month-to-month,Bank transfer (automatic),DSL,30.85,394.1,No,0.4315,Medio,0.0
3027-ZTDHO,1,0,0,0,1,0-12 meses,Month-to-month,Electronic check,Fiber optic,89.9,89.9,Yes,0.9109,Alto,89.9
0422-OHQHQ,0,0,1,1,15,13-24 meses,One year,Mailed check,No,20.55,295.95,No,0.1138,Bajo,0.0
6916-HIJSE,0,0,0,0,65,49-72 meses,Two year,Bank transfer (automatic),DSL,84.85,5459.2,No,0.0505,Bajo,0.0
2316-ESMLS,0,0,1,1,12,0-12 meses,One year,Credit card (automatic),DSL,33.15,444.75,No,0.297,Bajo,0.0
9778-OGKQZ,1,0,1,0,72,49-72 meses,Two year,Credit card (automatic),DSL,92.0,6782.15,No,0.0337,Bajo,0.0
7408-OFWXJ,0,0,1,1,72,49-72 meses,Two year,Credit card (automatic),DSL,89.8,6510.45,No,0.0224,Bajo,0.0
6007-TCTST,0,0,1,1,72,49-72 meses,Two year,Bank transfer (automatic),Fiber optic,115.8,8476.5,No,0.0943,Bajo,0.0
2252-NKNSI,1,0,0,1,52,49-72 meses,Two year,Mailed check,DSL,85.15,4461.85,No,0.0689,Bajo,0.0
8713-IGZSO,1,0,0,0,2,0-12 meses,Month-to-month,Mailed check,No,24.85,62.0,No,0.2582,Bajo,0.0
7905-TVXTA,0,0,0,0,5,0-12 meses,Month-to-month,Electronic check,DSL,64.35,352.65,No,0.5561,Medio,0.0
7695-PKLCZ,0,0,0,0,68,49-72 meses,Two year,Credit card (automatic),No,20.5,1424.9,No,0.0292,Bajo,0.0
2382-BCKQJ,0,0,0,1,62,49-72 meses,One year,Electronic check,Fiber optic,100.15,6413.65,Yes,0.5098,Medio,0.0
8374-UULRV,1,0,0,0,72,49-72 meses,Two year,Credit card (automatic),DSL,86.05,6309.65,No,0.0493,Bajo,0.0
2207-NHRJK,1,0,0,0,1,0-12 meses,Month-to-month,Electronic check,DSL,50.8,50.8,Yes,0.7041,Alto,50.8
3224-DFQNQ,0,0,1,0,66,49-72 meses,One year,Electronic check,Fiber optic,89.0,5898.6,No,0.2668,Bajo,0.0
5275-PMFUT,1,0,1,1,72,49-72 meses,Two year,Credit card (automatic),DSL,64.8,4719.75,No,0.0266,Bajo,0.0
4795-UXVCJ,1,0,0,0,26,25-48 meses,One year,Credit card (automatic),No,19.8,457.3,No,0.0463,Bajo,0.0
9777-IQHWP,1,0,1,1,64,49-72 meses,Two year,Bank transfer (automatic),Fiber optic,93.4,5822.3,No,0.1963,Bajo,0.0
0947-MUGVO,1,1,1,0,20,13-24 meses,Month-to-month,Electronic check,Fiber optic,73.65,1463.5,Yes,0.7209,Alto,73.65
9944-HKVVB,0,0,0,0,3,0-12 meses,Month-to-month,Electronic check,Fiber optic,95.1,307.4,Yes,0.8703,Alto,95.1
4124-MMETB,1,0,0,0,22,13-24 meses,Month-to-month,Credit card (automatic),Fiber optic,94.65,2104.55,Yes,0.6913,Alto,94.65
3671-SHRSP,1,0,1,0,4,0-12 meses,Month-to-month,Mailed check,Fiber optic,80.6,319.15,Yes,0.789,Alto,80.6
0979-MOZQI,1,0,1,0,62,49-72 meses,Two year,Bank transfer (automatic),DSL,39.0,2337.45,No,0.1237,Bajo,0.0
2732-ISEZX,0,0,0,0,5,0-12 meses,Month-to-month,Mailed check,No,20.5,104.3,No,0.2253,Bajo,0.0
3313-QKNKB,1,0,1,0,59,49-72 meses,One year,Electronic check,Fiber optic,85.55,5084.65,Yes,0.3994,Medio,0.0
0323-XWWTN,1,0,0,1,3,0-12 meses,Two year,Mailed check,No,26.4,121.25,No,0.14,Bajo,0.0
1937-OTUKY,0,0,1,0,72,49-72 meses,Two year,Bank transfer (automatic),Fiber optic,98.2,7015.9,No,0.1579,Bajo,0.0
1573-LGXBA,1,0,1,1,57,49-72 meses,One year,Credit card (automatic),Fiber optic,97.55,5598.0,No,0.3676,Medio,0.0
1764-VUUMT,1,0,0,1,66,49-72 meses,Two year,Credit card (automatic),No,19.95,1269.1,No,0.0376,Bajo,0.0
5073-WXOYN,0,0,0,0,60,49-72 meses,Month-to-month,Electronic check,DSL,50.8,3027.4,Yes,0.4558,Medio,0.0
4713-ZBURT,1,0,0,1,45,25-48 meses,Two year,Bank transfer (automatic),Fiber optic,99.7,4634.35,No,0.3092,Medio,0.0
3050-GBUSH,0,0,0,0,3,0-12 meses,Month-to-month,Credit card (automatic),DSL,34.8,113.95,No,0.6687,Alto,34.8
0207-MDKNV,0,0,0,0,15,13-24 meses,Month-to-month,Electronic check,Fiber optic,105.1,1582.75,Yes,0.6572,Alto,105.1
7876-AEHIG,0,0,0,1,51,49-72 meses,One year,Bank transfer (automatic),DSL,60.15,3077.0,No,0.146,Bajo,0.0
7945-HLKEA,0,0,0,0,60,49-72 meses,One year,Electronic check,DSL,64.75,4039.5,No,0.163,Bajo,0.0
9342-VNIMQ,1,0,0,0,33,25-48 meses,Month-to-month,Bank transfer (automatic),DSL,54.65,1665.2,No,0.3418,Medio,0.0
9851-KIELU,1,0,0,0,10,0-12 meses,Month-to-month,Electronic check,Fiber optic,110.1,1043.3,Yes,0.731,Alto,110.1
3523-BRGUW,1,1,0,0,26,25-48 meses,One year,Credit card (automatic),No,19.3,504.2,No,0.0524,Bajo,0.0
3908-BLSYF,0,0,0,0,6,0-12 meses,Month-to-month,Electronic check,Fiber optic,83.9,497.55,Yes,0.8257,Alto,83.9
3199-NPKCN,0,0,1,0,67,49-72 meses,One year,Electronic check,Fiber optic,111.25,7511.65,No,0.3924,Medio,0.0
5170-PTRKA,0,0,1,1,49,49-72 meses,One year,Credit card (automatic),DSL,35.8,1782.0,No,0.1337,Bajo,0.0
4661-NJEUX,1,0,0,0,1,0-12 meses,Month-to-month,Mailed check,No,20.05,20.05,No,0.591,Medio,0.0
2123-AGEEN,0,1,0,0,7,0-12 meses,Month-to-month,Electronic check,Fiber optic,84.35,609.65,No,0.8537,Alto,84.35
1258-YMZNM,0,1,0,0,27,25-48 meses,One year,Bank transfer (automatic),Fiber optic,110.5,2857.6,No,0.4853,Medio,0.0
0048-LUMLS,1,0,1,1,37,25-48 meses,One year,Credit card (automatic),Fiber optic,91.2,3247.55,No,0.4307,Medio,0.0
7549-MYGPK,0,0,1,1,63,49-72 meses,Month-to-month,Electronic check,Fiber optic,100.55,6215.35,Yes,0.4824,Medio,0.0
5898-IGSLP,1,0,1,1,31,25-48 meses,Month-to-month,Electronic check,Fiber optic,89.3,2823.0,No,0.4983,Medio,0.0
3804-RVTGV,1,0,1,1,50,49-72 meses,Month-to-month,Bank transfer (automatic),Fiber optic,103.85,5017.9,Yes,0.5812,Medio,0.0
6259-WJQLC,1,1,0,0,32,25-48 meses,Month-to-month,Credit card (automatic),Fiber optic,81.1,2619.25,No,0.5787,Medio,0.0
9227-LUNBG,0,0,0,0,1,0-12 meses,Month-to-month,Electronic check,DSL,24.6,24.6,Yes,0.7523,Alto,24.6
7997-EASSD,0,0,1,0,63,49-72 meses,One year,Credit card (automatic),Fiber optic,81.2,4965.1,No,0.2834,Bajo,0.0
0730-KOAVE,1,0,0,0,30,25-48 meses,Month-to-month,Credit card (automatic),Fiber optic,94.3,2679.7,No,0.5507,Medio,0.0
8975-SKGRX,1,0,1,0,71,49-72 meses,Two year,Bank transfer (automatic),Fiber optic,116.1,8310.55,No,0.1567,Bajo,0.0
0678-RLHVP,0,0,0,0,53,49-72 meses,Two year,Electronic check,Fiber optic,105.55,5682.25,No,0.3659,Medio,0.0
4315-MURBD,0,0,0,0,12,0-12 meses,Month-to-month,Bank transfer (automatic),Fiber optic,98.9,1120.95,Yes,0.7464,Alto,98.9
2267-FPIMA,1,0,1,0,50,49-72 meses,Month-to-month,Credit card (automatic),Fiber optic,94.4,4914.9,No,0.4493,Medio,0.0
1051-GEJLJ,0,0,0,0,2,0-12 meses,Month-to-month,Mailed check,No,19.5,27.55,No,0.2847,Bajo,0.0
